uf,codmun,cidade,pop_tcu_2016,pop_dou_2017,tcg_2016_2017,remanej_limitesmunicip,regiao
PR,4126702,TAMBOARA,5028,5064,0.72%,NÃO,Sul
PR,4126801,TAPEJARA,15835,15962,0.80%,NÃO,Sul
PR,4126900,TAPIRA,5824,5798,-0.45%,NÃO,Sul
PR,4127007,TEIXEIRA SOARES,11666,11834,1.44%,NÃO,Sul
PR,4127106,TELÊMACO BORBA,76550,77276,0.95%,NÃO,Sul
PR,4127205,TERRA BOA,16887,16991,0.62%,NÃO,Sul
PR,4127304,TERRA RICA,16453,16578,0.76%,NÃO,Sul
PR,4127403,TERRA ROXA,17573,17627,0.31%,NÃO,Sul
PR,4127502,TIBAGI,20470,20562,0.45%,NÃO,Sul
PR,4127601,TIJUCAS DO SUL,16161,16348,1.16%,NÃO,Sul
PR,4127700,TOLEDO,133824,135538,1.28%,NÃO,Sul
PR,4127809,TOMAZINA,8544,8470,-0.87%,NÃO,Sul
PR,4127858,TRÊS BARRAS DO PARANÁ,12242,12256,0.11%,NÃO,Sul
PR,4127882,TUNAS DO PARANÁ,7767,7971,2.63%,NÃO,Sul
PR,4127908,TUNEIRAS DO OESTE,8847,8833,-0.16%,NÃO,Sul
PR,4127957,TUPÃSSI,8269,8277,0.10%,NÃO,Sul
PR,4127965,TURVO,13712,13640,-0.53%,NÃO,Sul
PR,4128005,UBIRATÃ,21812,21762,-0.23%,NÃO,Sul
PR,4128104,UMUARAMA,109132,109955,0.75%,SIM,Sul
PR,4128203,UNIÃO DA VITÓRIA,56650,57027,0.67%,NÃO,Sul
PR,4128302,UNIFLOR,2604,2614,0.38%,NÃO,Sul
PR,4128401,URAÍ,11678,11662,-0.14%,NÃO,Sul
PR,4128500,WENCESLAU BRAZ,19852,19856,0.02%,NÃO,Sul
PR,4128534,VENTANIA,11252,11407,1.38%,NÃO,Sul
PR,4128559,VERA CRUZ DO OESTE,8958,8918,-0.45%,NÃO,Sul
PR,4128609,VERÊ,7745,7692,-0.68%,NÃO,Sul
PR,4128625,ALTO PARAÍSO,3037,2998,-1.28%,NÃO,Sul
PR,4128633,DOUTOR ULYSSES,5794,5781,-0.22%,NÃO,Sul
PR,4128658,VIRMOND,4090,4095,0.12%,NÃO,Sul
PR,4128708,VITORINO,6853,6878,0.36%,NÃO,Sul
PR,4128807,XAMBRÊ,5986,5957,-0.48%,NÃO,Sul
SC,4200051,ABDON BATISTA,2617,2604,-0.50%,NÃO,Sul
SC,4200101,ABELARDO LUZ,17782,17847,0.37%,NÃO,Sul
SC,4200200,AGROLÂNDIA,10427,10581,1.48%,NÃO,Sul
SC,4200309,AGRONÔMICA,5371,5437,1.23%,NÃO,Sul
SC,4200408,ÁGUA DOCE,7143,7154,0.15%,NÃO,Sul
SC,4200507,ÁGUAS DE CHAPECÓ,6412,6445,0.51%,NÃO,Sul
SC,4200556,ÁGUAS FRIAS,2397,2387,-0.42%,NÃO,Sul
SC,4200606,ÁGUAS MORNAS,6206,6298,1.48%,NÃO,Sul
SC,4200705,ALFREDO WAGNER,9905,9960,0.56%,NÃO,Sul
SC,4200754,ALTO BELA VISTA,1977,1967,-0.51%,NÃO,Sul
SC,4200804,ANCHIETA,5909,5832,-1.30%,NÃO,Sul
SC,4200903,ANGELINA,4998,4943,-1.10%,NÃO,Sul
SC,4201000,ANITA GARIBALDI,7708,7537,-2.22%,NÃO,Sul
SC,4201109,ANITÁPOLIS,3251,3248,-0.09%,NÃO,Sul
SC,4201208,ANTÔNIO CARLOS,8223,8327,1.26%,NÃO,Sul
SC,4201257,APIÚNA,10432,10542,1.05%,NÃO,Sul
SC,4201273,ARABUTÃ,4278,4281,0.07%,NÃO,Sul
SC,4201307,ARAQUARI,33867,35268,4.14%,NÃO,Sul
SC,4201406,ARARANGUÁ,66442,67110,1.01%,NÃO,Sul
SC,4201505,ARMAZÉM,8431,8520,1.06%,NÃO,Sul
SC,4201604,ARROIO TRINTA,3564,3564,0.00%,NÃO,Sul
SC,4201653,ARVOREDO,2266,2261,-0.22%,NÃO,Sul
SC,4201703,ASCURRA,7829,7877,0.61%,NÃO,Sul
SC,4201802,ATALANTA,3268,3254,-0.43%,NÃO,Sul
SC,4201901,AURORA,5681,5688,0.12%,NÃO,Sul
SC,4201950,BALNEÁRIO ARROIO DO SILVA,11982,12344,3.02%,NÃO,Sul
SC,4202008,BALNEÁRIO CAMBORIÚ,131727,135268,2.69%,NÃO,Sul
SC,4202057,BALNEÁRIO BARRA DO SUL,10073,10317,2.42%,NÃO,Sul
SC,4202073,BALNEÁRIO GAIVOTA,10128,10413,2.81%,NÃO,Sul
SC,4202081,BANDEIRANTE,2779,2751,-1.01%,NÃO,Sul
SC,4202099,BARRA BONITA,1764,1739,-1.42%,NÃO,Sul
SC,4202107,BARRA VELHA,27080,27781,2.59%,NÃO,Sul
SC,4202131,BELA VISTA DO TOLDO,6276,6304,0.45%,NÃO,Sul
SC,4202156,BELMONTE,2705,2709,0.15%,NÃO,Sul
SC,4202206,BENEDITO NOVO,11297,11425,1.13%,NÃO,Sul
SC,4202305,BIGUAÇU,65528,66558,1.57%,NÃO,Sul
SC,4202404,BLUMENAU,343715,348513,1.40%,NÃO,Sul
SC,4202438,BOCAINA DO SUL,3440,3456,0.47%,NÃO,Sul
SC,4202453,BOMBINHAS,18052,18623,3.16%,NÃO,Sul
SC,4202503,BOM JARDIM DA SERRA,4663,4694,0.66%,NÃO,Sul
SC,4202537,BOM JESUS,2870,2919,1.71%,NÃO,Sul
SC,4202578,BOM JESUS DO OESTE,2153,2151,-0.09%,NÃO,Sul
SC,4202602,BOM RETIRO,9698,9796,1.01%,NÃO,Sul
SC,4202701,BOTUVERÁ,5022,5100,1.55%,NÃO,Sul
SC,4202800,BRAÇO DO NORTE,32209,32648,1.36%,NÃO,Sul
SC,4202859,BRAÇO DO TROMBUDO,3682,3709,0.73%,NÃO,Sul
SC,4202875,BRUNÓPOLIS,2589,2539,-1.93%,NÃO,Sul
SC,4202909,BRUSQUE,125810,128818,2.39%,NÃO,Sul
SC,4203006,CAÇADOR,76571,77323,0.98%,NÃO,Sul
SC,4203105,CAIBI,6228,6213,-0.24%,NÃO,Sul
SC,4203154,CALMON,3389,3380,-0.27%,NÃO,Sul
SC,4203204,CAMBORIÚ,76592,78731,2.79%,NÃO,Sul
SC,4203253,CAPÃO ALTO,2625,2597,-1.07%,NÃO,Sul
SC,4203303,CAMPO ALEGRE,12002,12012,0.08%,NÃO,Sul
SC,4203402,CAMPO BELO DO SUL,7237,7177,-0.83%,NÃO,Sul
SC,4203501,CAMPO ERÊ,8890,8787,-1.16%,NÃO,Sul
SC,4203600,CAMPOS NOVOS,35383,35710,0.92%,NÃO,Sul
SC,4203709,CANELINHA,11781,11944,1.38%,NÃO,Sul
SC,4203808,CANOINHAS,54296,54403,0.20%,NÃO,Sul
SC,4203907,CAPINZAL,22327,22524,0.88%,NÃO,Sul
SC,4203956,CAPIVARI DE BAIXO,23982,24298,1.32%,NÃO,Sul
SC,4204004,CATANDUVAS,10503,10632,1.23%,NÃO,Sul
SC,4204103,CAXAMBU DO SUL,3939,3850,-2.26%,NÃO,Sul
SC,4204152,CELSO RAMOS,2768,2760,-0.29%,NÃO,Sul
SC,4204178,CERRO NEGRO,3308,3254,-1.63%,NÃO,Sul
SC,4204194,CHAPADÃO DO LAGEADO,2933,2953,0.68%,NÃO,Sul
SC,4204202,CHAPECÓ,209553,213279,1.78%,NÃO,Sul
SC,4204251,COCAL DO SUL,16301,16446,0.89%,NÃO,Sul
SC,4204301,CONCÓRDIA,73206,73766,0.76%,NÃO,Sul
SC,4204350,CORDILHEIRA ALTA,4253,4321,1.60%,NÃO,Sul
SC,4204400,CORONEL FREITAS,10165,10130,-0.34%,NÃO,Sul
SC,4204459,CORONEL MARTINS,2541,2548,0.28%,NÃO,Sul
SC,4204509,CORUPÁ,15337,15541,1.33%,NÃO,Sul
SC,4204558,CORREIA PINTO,13591,13358,-1.71%,NÃO,Sul
SC,4204608,CRICIÚMA,209153,211369,1.06%,NÃO,Sul
SC,4204707,CUNHA PORÃ,11020,11057,0.34%,NÃO,Sul
SC,4204756,CUNHATAÍ,1949,1955,0.31%,NÃO,Sul
SC,4204806,CURITIBANOS,39399,39566,0.42%,NÃO,Sul
SC,4204905,DESCANSO,8452,8399,-0.63%,NÃO,Sul
SC,4205001,DIONÍSIO CERQUEIRA,15395,15450,0.36%,NÃO,Sul
SC,4205100,DONA EMMA,4039,4081,1.04%,NÃO,Sul
SC,4205159,DOUTOR PEDRINHO,3990,4043,1.33%,NÃO,Sul
SC,4205175,ENTRE RIOS,3167,3183,0.51%,NÃO,Sul
SC,4205191,ERMO,2077,2076,-0.05%,NÃO,Sul
SC,4205209,ERVAL VELHO,4472,4480,0.18%,NÃO,Sul
SC,4205308,FAXINAL DOS GUEDES,10758,10745,-0.12%,NÃO,Sul
SC,4205357,FLOR DO SERTÃO,1597,1594,-0.19%,NÃO,Sul
SC,4205407,FLORIANÓPOLIS,477798,485838,1.68%,NÃO,Sul
SC,4205431,FORMOSA DO SUL,2562,2549,-0.51%,NÃO,Sul
SC,4205456,FORQUILHINHA,25560,25988,1.67%,NÃO,Sul
SC,4205506,FRAIBURGO,36102,36261,0.44%,NÃO,Sul
SC,4205555,FREI ROGÉRIO,2197,2146,-2.32%,NÃO,Sul
SC,4205605,GALVÃO,3137,3058,-2.52%,NÃO,Sul
SC,4205704,GAROPABA,21573,22082,2.36%,NÃO,Sul
SC,4205803,GARUVA,17134,17479,2.01%,NÃO,Sul
SC,4205902,GASPAR,66213,67392,1.78%,NÃO,Sul
SC,4206009,GOVERNADOR CELSO RAMOS,14087,14229,1.01%,NÃO,Sul
SC,4206108,GRÃO PARÁ,6507,6537,0.46%,NÃO,Sul
SC,4206207,GRAVATAL,11313,11394,0.72%,NÃO,Sul
SC,4206306,GUABIRUBA,22174,22732,2.52%,NÃO,Sul
SC,4206405,GUARACIABA,10316,10259,-0.55%,NÃO,Sul
SC,4206504,GUARAMIRIM,41879,42872,2.37%,NÃO,Sul
SC,4206603,GUARUJÁ DO SUL,5118,5139,0.41%,NÃO,Sul
SC,4206652,GUATAMBÚ,4736,4733,-0.06%,NÃO,Sul
SC,4206702,HERVAL D'OESTE,22324,22443,0.53%,NÃO,Sul
SC,4206751,IBIAM,1968,1967,-0.05%,NÃO,Sul
SC,4206801,IBICARÉ,3290,3268,-0.67%,NÃO,Sul
SC,4206900,IBIRAMA,18567,18721,0.83%,NÃO,Sul
SC,4207007,IÇARA,53998,54845,1.57%,NÃO,Sul
SC,4207106,ILHOTA,13676,13857,1.32%,NÃO,Sul
SC,4207205,IMARUÍ,10752,10571,-1.68%,NÃO,Sul
SC,4207304,IMBITUBA,43624,44076,1.04%,NÃO,Sul
SC,4207403,IMBUIA,6087,6133,0.76%,NÃO,Sul
SC,4207502,INDAIAL,65000,66497,2.30%,NÃO,Sul
SC,4207577,IOMERÊ,2899,2917,0.62%,NÃO,Sul
SC,4207601,IPIRA,4599,4562,-0.80%,NÃO,Sul
SC,4207650,IPORÃ DO OESTE,8876,8930,0.61%,NÃO,Sul
SC,4207684,IPUAÇU,7331,7400,0.94%,NÃO,Sul
SC,4207700,IPUMIRIM,7530,7561,0.41%,NÃO,Sul
SC,4207759,IRACEMINHA,4103,4067,-0.88%,NÃO,Sul
SC,4207809,IRANI,10202,10285,0.81%,NÃO,Sul
SC,4207858,IRATI,2004,1984,-1.00%,NÃO,Sul
SC,4207908,IRINEÓPOLIS,11061,11133,0.65%,NÃO,Sul
SC,4208005,ITÁ,6311,6275,-0.57%,NÃO,Sul
SC,4208104,ITAIÓPOLIS,21385,21506,0.57%,NÃO,Sul
SC,4208203,ITAJAÍ,208958,212615,1.75%,NÃO,Sul
SC,4208302,ITAPEMA,59147,61187,3.45%,NÃO,Sul
SC,4208401,ITAPIRANGA,16541,16683,0.86%,NÃO,Sul
SC,4208450,ITAPOÁ,18749,19355,3.23%,NÃO,Sul
SC,4208500,ITUPORANGA,24343,24622,1.15%,NÃO,Sul
SC,4208609,JABORÁ,4006,3990,-0.40%,NÃO,Sul
SC,4208708,JACINTO MACHADO,10573,10539,-0.32%,NÃO,Sul
SC,4208807,JAGUARUNA,19254,19527,1.42%,NÃO,Sul
SC,4208906,JARAGUÁ DO SUL,167300,170835,2.11%,NÃO,Sul
SC,4208955,JARDINÓPOLIS,1649,1625,-1.46%,NÃO,Sul
SC,4209003,JOAÇABA,29310,29608,1.02%,NÃO,Sul
SC,4209102,JOINVILLE,569645,577077,1.30%,NÃO,Sul
SC,4209151,JOSÉ BOITEUX,4874,4887,0.27%,NÃO,Sul
SC,4209177,JUPIÁ,2134,2127,-0.33%,NÃO,Sul
SC,4209201,LACERDÓPOLIS,2249,2251,0.09%,NÃO,Sul
SC,4209300,LAGES,158620,158508,-0.07%,NÃO,Sul
SC,4209409,LAGUNA,44982,45311,0.73%,NÃO,Sul
SC,4209458,LAJEADO GRANDE,1461,1453,-0.55%,NÃO,Sul
SC,4209508,LAURENTINO,6694,6790,1.43%,NÃO,Sul
SC,4209607,LAURO MULLER,15073,15149,0.50%,NÃO,Sul
SC,4209706,LEBON RÉGIS,12119,12133,0.12%,NÃO,Sul
SC,4209805,LEOBERTO LEAL,3179,3140,-1.23%,NÃO,Sul
SC,4209854,LINDÓIA DO SUL,4630,4615,-0.32%,NÃO,Sul
SC,4209904,LONTRAS,11584,11774,1.64%,NÃO,Sul
SC,4210001,LUIZ ALVES,12162,12413,2.06%,NÃO,Sul
SC,4210035,LUZERNA,5703,5705,0.04%,NÃO,Sul
SC,4210050,MACIEIRA,1807,1799,-0.44%,NÃO,Sul
SC,4210100,MAFRA,55611,55907,0.53%,NÃO,Sul
SC,4210209,MAJOR GERCINO,3416,3429,0.38%,NÃO,Sul
SC,4210308,MAJOR VIEIRA,7957,8015,0.73%,NÃO,Sul
SC,4210407,MARACAJÁ,7051,7139,1.25%,NÃO,Sul
SC,4210506,MARAVILHA,24712,25076,1.47%,NÃO,Sul
SC,4210555,MAREMA,1952,1906,-2.36%,NÃO,Sul
SC,4210605,MASSARANDUBA,16240,16455,1.32%,NÃO,Sul
SC,4210704,MATOS COSTA,2652,2614,-1.43%,NÃO,Sul
SC,4210803,MELEIRO,7056,7047,-0.13%,NÃO,Sul
SC,4210852,MIRIM DOCE,2399,2374,-1.04%,NÃO,Sul
SC,4210902,MODELO,4181,4192,0.26%,NÃO,Sul
SC,4211009,MONDAÍ,11343,11496,1.35%,NÃO,Sul
SC,4211058,MONTE CARLO,9740,9785,0.46%,NÃO,Sul
SC,4211108,MONTE CASTELO,8473,8471,-0.02%,NÃO,Sul
SC,4211207,MORRO DA FUMAÇA,17373,17532,0.92%,NÃO,Sul
SC,4211256,MORRO GRANDE,2918,2915,-0.10%,NÃO,Sul
SC,4211306,NAVEGANTES,74964,77137,2.90%,NÃO,Sul
SC,4211405,NOVA ERECHIM,4804,4879,1.56%,NÃO,Sul
SC,4211454,NOVA ITABERABA,4339,4339,0.00%,NÃO,Sul
SC,4211504,NOVA TRENTO,13861,14099,1.72%,NÃO,Sul
SC,4211603,NOVA VENEZA,14654,14837,1.25%,NÃO,Sul
SC,4211652,NOVO HORIZONTE,2569,2532,-1.44%,NÃO,Sul
SC,4211702,ORLEANS,22587,22723,0.60%,NÃO,Sul
SC,4211751,OTACÍLIO COSTA,18075,18313,1.32%,NÃO,Sul
SC,4211801,OURO,7381,7363,-0.24%,NÃO,Sul
SC,4211850,OURO VERDE,2254,2245,-0.40%,NÃO,Sul
SC,4211876,PAIAL,1607,1577,-1.87%,NÃO,Sul
SC,4211892,PAINEL,2378,2376,-0.08%,NÃO,Sul
SC,4211900,PALHOÇA,161395,164926,2.19%,NÃO,Sul
SC,4212007,PALMA SOLA,7604,7558,-0.60%,NÃO,Sul
SC,4212056,PALMEIRA,2562,2586,0.94%,NÃO,Sul
SC,4212106,PALMITOS,16257,16253,-0.02%,NÃO,Sul
SC,4212205,PAPANDUVA,18905,19015,0.58%,NÃO,Sul
SC,4212239,PARAÍSO,3688,3613,-2.03%,NÃO,Sul
SC,4212254,PASSO DE TORRES,8142,8370,2.80%,NÃO,Sul
SC,4212270,PASSOS MAIA,4279,4243,-0.84%,NÃO,Sul
SC,4212304,PAULO LOPES,7282,7360,1.07%,NÃO,Sul
SC,4212403,PEDRAS GRANDES,4047,4026,-0.52%,NÃO,Sul
SC,4212502,PENHA,30262,31025,2.52%,NÃO,Sul
SC,4212601,PERITIBA,2880,2855,-0.87%,NÃO,Sul
SC,4212650,PESCARIA BRAVA,9908,9980,0.73%,NÃO,Sul
SC,4212700,PETROLÂNDIA,6051,6021,-0.50%,NÃO,Sul
SC,4212809,BALNEÁRIO PIÇARRAS,21253,21884,2.97%,NÃO,Sul
SC,4212908,PINHALZINHO,19105,19511,2.13%,NÃO,Sul
SC,4213005,PINHEIRO PRETO,3438,3480,1.22%,NÃO,Sul
SC,4213104,PIRATUBA,4209,4102,-2.54%,NÃO,Sul
SC,4213153,PLANALTO ALEGRE,2823,2844,0.74%,NÃO,Sul
SC,4213203,POMERODE,31760,32334,1.81%,NÃO,Sul
SC,4213302,PONTE ALTA,4796,4767,-0.60%,NÃO,Sul
SC,4213351,PONTE ALTA DO NORTE,3405,3413,0.23%,NÃO,Sul
SC,4213401,PONTE SERRADA,11499,11545,0.40%,NÃO,Sul
SC,4213500,PORTO BELO,19744,20294,2.79%,NÃO,Sul
SC,4213609,PORTO UNIÃO,35045,35207,0.46%,NÃO,Sul
SC,4213708,POUSO REDONDO,16692,16957,1.59%,NÃO,Sul
SC,4213807,PRAIA GRANDE,7367,7364,-0.04%,NÃO,Sul
SC,4213906,PRESIDENTE CASTELLO BRANCO,1630,1610,-1.23%,NÃO,Sul
SC,4214003,PRESIDENTE GETÚLIO,16736,16996,1.55%,NÃO,Sul
SC,4214102,PRESIDENTE NEREU,2306,2304,-0.09%,NÃO,Sul
SC,4214151,PRINCESA,2891,2906,0.52%,NÃO,Sul
SC,4214201,QUILOMBO,10096,10044,-0.52%,NÃO,Sul
SC,4214300,RANCHO QUEIMADO,2860,2871,0.38%,NÃO,Sul
SC,4214409,RIO DAS ANTAS,6246,6246,0.00%,NÃO,Sul
SC,4214508,RIO DO CAMPO,6078,6043,-0.58%,NÃO,Sul
SC,4214607,RIO DO OESTE,7428,7463,0.47%,NÃO,Sul
SC,4214706,RIO DOS CEDROS,11295,11431,1.20%,NÃO,Sul
SC,4214805,RIO DO SUL,68217,69188,1.42%,NÃO,Sul
SC,4214904,RIO FORTUNA,4594,4606,0.26%,NÃO,Sul
SC,4215000,RIO NEGRINHO,41817,42029,0.51%,NÃO,Sul
SC,4215059,RIO RUFINO,2487,2489,0.08%,NÃO,Sul
SC,4215075,RIQUEZA,4705,4670,-0.74%,NÃO,Sul
SC,4215109,RODEIO,11434,11488,0.47%,NÃO,Sul
SC,4215208,ROMELÂNDIA,5120,5022,-1.91%,NÃO,Sul
SC,4215307,SALETE,7614,7634,0.26%,NÃO,Sul
SC,4215356,SALTINHO,3872,3847,-0.65%,NÃO,Sul
SC,4215406,SALTO VELOSO,4616,4655,0.84%,NÃO,Sul
SC,4215455,SANGÃO,12001,12233,1.93%,NÃO,Sul
SC,4215505,SANTA CECÍLIA,16606,16701,0.57%,NÃO,Sul
SC,4215554,SANTA HELENA,2288,2266,-0.96%,NÃO,Sul
SC,4215604,SANTA ROSA DE LIMA,2133,2139,0.28%,NÃO,Sul
SC,4215653,SANTA ROSA DO SUL,8333,8356,0.28%,NÃO,Sul
SC,4215679,SANTA TEREZINHA,8855,8846,-0.10%,NÃO,Sul
SC,4215687,SANTA TEREZINHA DO PROGRESSO,2611,2557,-2.07%,NÃO,Sul
SC,4215695,SANTIAGO DO SUL,1341,1317,-1.79%,NÃO,Sul
SC,4215703,SANTO AMARO DA IMPERATRIZ,22266,22609,1.54%,NÃO,Sul
SC,4215752,SÃO BERNARDINO,2496,2449,-1.88%,NÃO,Sul
SC,4215802,SÃO BENTO DO SUL,81893,82842,1.16%,NÃO,Sul
SC,4215901,SÃO BONIFÁCIO,2922,2899,-0.79%,NÃO,Sul
SC,4216008,SÃO CARLOS,11038,11132,0.85%,NÃO,Sul
SC,4216057,SÃO CRISTOVÃO DO SUL,5412,5464,0.96%,NÃO,Sul
SC,4216107,SÃO DOMINGOS,9509,9502,-0.07%,NÃO,Sul
SC,4216206,SÃO FRANCISCO DO SUL,49658,50701,2.10%,NÃO,Sul
SC,4216255,SÃO JOÃO DO OESTE,6285,6309,0.38%,NÃO,Sul
SC,4216305,SÃO JOÃO BATISTA,33897,35065,3.45%,NÃO,Sul
SC,4216354,SÃO JOÃO DO ITAPERIÚ,3662,3690,0.76%,NÃO,Sul
SC,4216404,SÃO JOÃO DO SUL,7247,7268,0.29%,NÃO,Sul
SC,4216503,SÃO JOAQUIM,26447,26646,0.75%,NÃO,Sul
SC,4216602,SÃO JOSÉ,236029,239718,1.56%,NÃO,Sul
SC,4216701,SÃO JOSÉ DO CEDRO,13899,13897,-0.01%,NÃO,Sul
SC,4216800,SÃO JOSÉ DO CERRITO,8705,8588,-1.34%,NÃO,Sul
SC,4216909,SÃO LOURENÇO DO OESTE,23473,23698,0.96%,NÃO,Sul
SC,4217006,SÃO LUDGERO,12688,12934,1.94%,NÃO,Sul
SC,4217105,SÃO MARTINHO,3217,3210,-0.22%,NÃO,Sul
SC,4217154,SÃO MIGUEL DA BOA VISTA,1860,1848,-0.65%,NÃO,Sul
SC,4217204,SÃO MIGUEL DO OESTE,39390,39793,1.02%,NÃO,Sul
SC,4217253,SÃO PEDRO DE ALCÂNTARA,5488,5602,2.08%,NÃO,Sul
SC,4217303,SAUDADES,9594,9664,0.73%,NÃO,Sul
SC,4217402,SCHROEDER,19463,20095,3.25%,NÃO,Sul
SC,4217501,SEARA,17483,17526,0.25%,NÃO,Sul
SC,4217550,SERRA ALTA,3307,3301,-0.18%,NÃO,Sul
SC,4217600,SIDERÓPOLIS,13778,13870,0.67%,NÃO,Sul
SC,4217709,SOMBRIO,29340,29710,1.26%,NÃO,Sul
SC,4217758,SUL BRASIL,2587,2551,-1.39%,NÃO,Sul
SC,4217808,TAIÓ,18161,18261,0.55%,NÃO,Sul
SC,4217907,TANGARÁ,8748,8738,-0.11%,NÃO,Sul
SC,4217956,TIGRINHOS,1707,1695,-0.70%,NÃO,Sul
SC,4218004,TIJUCAS,36170,36931,2.10%,NÃO,Sul
SC,4218103,TIMBÉ DO SUL,5379,5377,-0.04%,NÃO,Sul
SC,4218202,TIMBÓ,42045,42801,1.80%,NÃO,Sul
SC,4218251,TIMBÓ GRANDE,7699,7767,0.88%,NÃO,Sul
SC,4218301,TRÊS BARRAS,19046,19146,0.53%,NÃO,Sul
SC,4218350,TREVISO,3824,3863,1.02%,NÃO,Sul
SC,4218400,TREZE DE MAIO,7082,7098,0.23%,NÃO,Sul
SC,4218509,TREZE TÍLIAS,7392,7545,2.07%,NÃO,Sul
SC,4218608,TROMBUDO CENTRAL,7135,7211,1.07%,NÃO,Sul
SC,4218707,TUBARÃO,103674,104457,0.76%,NÃO,Sul
SC,4218756,TUNÁPOLIS,4612,4597,-0.33%,NÃO,Sul
SC,4218806,TURVO,12649,12746,0.77%,NÃO,Sul
SC,4218855,UNIÃO DO OESTE,2650,2600,-1.89%,NÃO,Sul
SC,4218905,URUBICI,11147,11191,0.39%,NÃO,Sul
SC,4218954,URUPEMA,2492,2487,-0.20%,NÃO,Sul
SC,4219002,URUSSANGA,21090,21177,0.41%,NÃO,Sul
SC,4219101,VARGEÃO,3590,3590,0.00%,NÃO,Sul
SC,4219150,VARGEM,2586,2543,-1.66%,NÃO,Sul
SC,4219176,VARGEM BONITA,4635,4597,-0.82%,NÃO,Sul
SC,4219200,VIDAL RAMOS,6361,6356,-0.08%,NÃO,Sul
SC,4219309,VIDEIRA,51499,52066,1.10%,NÃO,Sul
SC,4219358,VITOR MEIRELES,5089,5056,-0.65%,NÃO,Sul
SC,4219408,WITMARSUM,3876,3912,0.93%,NÃO,Sul
SC,4219507,XANXERÊ,49057,49738,1.39%,NÃO,Sul
SC,4219606,XAVANTINA,4039,4012,-0.67%,NÃO,Sul
SC,4219705,XAXIM,27921,28210,1.04%,NÃO,Sul
SC,4219853,ZORTÉA,3264,3300,1.10%,NÃO,Sul
SC,4220000,BALNEÁRIO RINCÃO,12212,12403,1.56%,NÃO,Sul
RS,4300034,ACEGUÁ,4731,4759,0.59%,NÃO,Sul
RS,4300059,ÁGUA SANTA,3841,3841,0.00%,NÃO,Sul
RS,4300109,AGUDO,17102,17085,-0.10%,NÃO,Sul
RS,4300208,AJURICABA,7372,7358,-0.19%,NÃO,Sul
RS,4300307,ALECRIM,6799,6736,-0.93%,NÃO,Sul
RS,4300406,ALEGRETE,78244,78003,-0.31%,NÃO,Sul
RS,4300455,ALEGRIA,4085,4037,-1.18%,NÃO,Sul
RS,4300471,ALMIRANTE TAMANDARÉ DO SUL,2085,2079,-0.29%,NÃO,Sul
RS,4300505,ALPESTRE,7533,7433,-1.33%,NÃO,Sul
RS,4300554,ALTO ALEGRE,1815,1803,-0.66%,NÃO,Sul
RS,4300570,ALTO FELIZ,3032,3040,0.26%,NÃO,Sul
RS,4300604,ALVORADA,207392,208177,0.38%,NÃO,Sul
RS,4300638,AMARAL FERRADOR,6817,6854,0.54%,NÃO,Sul
RS,4300646,AMETISTA DO SUL,7573,7576,0.04%,NÃO,Sul
RS,4300661,ANDRÉ DA ROCHA,1300,1306,0.46%,NÃO,Sul
RS,4300703,ANTA GORDA,6216,6210,-0.10%,NÃO,Sul
RS,4300802,ANTÔNIO PRADO,13296,13306,0.08%,NÃO,Sul
RS,4300851,ARAMBARÉ,3755,3748,-0.19%,NÃO,Sul
RS,4300877,ARARICÁ,5349,5395,0.86%,NÃO,Sul
RS,4300901,ARATIBA,6621,6601,-0.30%,NÃO,Sul
RS,4301008,ARROIO DO MEIO,20162,20272,0.55%,NÃO,Sul
RS,4301057,ARROIO DO SAL,8921,9050,1.45%,NÃO,Sul
RS,4301073,ARROIO DO PADRE,2895,2906,0.38%,NÃO,Sul
RS,4301107,ARROIO DOS RATOS,14227,14255,0.20%,NÃO,Sul
RS,4301206,ARROIO DO TIGRE,13353,13388,0.26%,NÃO,Sul
RS,4301305,ARROIO GRANDE,18935,18922,-0.07%,NÃO,Sul
RS,4301404,ARVOREZINHA,10605,10614,0.08%,NÃO,Sul
RS,4301503,AUGUSTO PESTANA,7117,7091,-0.37%,NÃO,Sul
RS,4301552,ÁUREA,3725,3718,-0.19%,NÃO,Sul
RS,4301602,BAGÉ,121986,122209,0.18%,NÃO,Sul
RS,4301636,BALNEÁRIO PINHAL,12493,12671,1.42%,NÃO,Sul
RS,4301651,BARÃO,6086,6109,0.38%,NÃO,Sul
RS,4301701,BARÃO DE COTEGIPE,6759,6763,0.06%,NÃO,Sul
RS,4301750,BARÃO DO TRIUNFO,7415,7440,0.34%,NÃO,Sul
RS,4301800,BARRACÃO,5479,5474,-0.09%,NÃO,Sul
RS,4301859,BARRA DO GUARITA,3245,3253,0.25%,NÃO,Sul
RS,4301875,BARRA DO QUARAÍ,4212,4223,0.26%,NÃO,Sul
RS,4301909,BARRA DO RIBEIRO,13316,13365,0.37%,NÃO,Sul
RS,4301925,BARRA DO RIO AZUL,1933,1915,-0.93%,NÃO,Sul
RS,4301958,BARRA FUNDA,2507,2516,0.36%,NÃO,Sul
RS,4302006,BARROS CASSAL,11484,11486,0.02%,NÃO,Sul
RS,4302055,BENJAMIN CONSTANT DO SUL,2245,2227,-0.80%,NÃO,Sul
RS,4302105,BENTO GONÇALVES,114203,115069,0.76%,NÃO,Sul
