id,meio,nome,cidade,regiao_metropolitana,uf,estado,regiao,pais,fonte,T_ANALF15M,T_SUPER25M,ESPVIDA,MORT1,T_ENV,PIND,PMPOB,GINI,R1040,R2040,RDPC,POP,PESO65,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,IDHM
id4573,Jornal,GAZETA DE SANTO AMARO/ GAZETA DE BROOKLIN E CAMPO BELO/ JORNAL DE MOEMA/ INTERLAGOS NEWS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4574,Jornal,TRIBUNA DE SANTO AMARO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4575,Jornal,UNIÃO SÃO PAULO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4576,Jornal,SÃO PAULO NEWS/ JORNAL DO BUTANTÃ/ MORUMBI NEWS/ TRIBUNA DE SANTO AMARO/ GAZETA DE PINHEIROS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4577,Jornal,O ESTADO DE SAO PAULO (ESTADAO),SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4578,Jornal,CENTRAL LESTE NOTICIAS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4579,Jornal,JORNAL DA LIBERDADE,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4580,Jornal,JORNAL ACONTECE AGORA (EX BOM DIA ACONTECE AGORA),SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4581,Jornal,ZONA SUL NOTÍCIAS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4582,Jornal,MOEMA NEWS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4583,Jornal,FOLHA DE SÃO PAULO (GRANDE SÃO PAULO) (EX FOLHA VALE),SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4584,Jornal,DESTAK SP,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4585,Jornal,JORNAL DOS BAIRROS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4586,Jornal,TAXI MELHOR,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4587,Jornal,GAZETA DA REGIÃO SUL,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4588,Jornal,BRASIL DE FATO - NET,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4589,Jornal,GAZETA DA ZONA LESTE,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4590,Jornal,DIARIO DO COMERCIO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4591,Jornal,JORNAL DE TURISMO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4592,Jornal,JORNAL DO BRÁS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4593,Jornal,PRIMEIRAMÃO BANCO DE IMÓVEIS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4594,Jornal,PRIMEIRAMÃO PLUS +,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4595,Jornal,PRIMEIRAMÃO CLASSIFOTO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4596,Jornal,A VOZ DO MOTOBOY,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4597,Jornal,PRIMEIRAMAO NOTICIAS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4598,Jornal,PRIME SABER,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4599,Jornal,JORNAL DE OLHO NOS FATOS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4600,Jornal,CORREIO DE SÃO PAULO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4601,Jornal,J.B.A ZONA SUL/ JARDINS ITAIM BIBI AUGUSTA/ MOEMA NEWS/ CAMPO BELO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4602,Jornal,GAZETA DE S. PAULO (EX GAZETA SP),SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4603,Jornal,PERFIL ECONOMICO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4604,Jornal,SAO PAULO NEWS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4605,Jornal,GAZETA DO TATUAPÉ,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4606,Jornal,JORNAL POLO PAULISTANO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4607,Jornal,GAZETA DA VILA MARIANA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4608,Jornal,GAZETA DE VILA FORMOSA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4609,Jornal,J.B.A BUTANTA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4610,Jornal,NOTICIAS SP,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4611,Jornal,IPIRANGA NEWS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4612,Jornal,CHICO DA BOLÉIA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4613,Jornal,DESTAK FIM DE SEMANA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4614,Jornal,JORNAL DO FAROL,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4615,Jornal,BRASIL ECONOMICO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4616,Jornal,PRIMEIRAMÃO MOTOSHOP,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4617,Jornal,PRIMEIRAMÃO CLASSIFICADOS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4618,Jornal,JORNAL DA ZONA LESTE,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4619,Jornal,GAZETA DA MOOCA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4620,Jornal,PRIMEIRAMÃO CLASSIFICADOS ABC,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4621,Jornal,O ESTADO DE SÃO PAULO - REGIONAL,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4622,Jornal,INFOLESTE,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4623,Jornal,O AMARELINHO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4624,Jornal,JORNAL DE CAMBUCI E ACLIMACAO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4625,Jornal,MORUMBI NEWS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4626,Jornal,MAIS -  INFORMAÇAO POR MENOS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4627,Jornal,FAROL AUTOS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4628,Jornal,JORNAL DO TREM SUL,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4629,Jornal,NOTICIAS & NEGOCIOS DO BAIRRO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4630,Jornal,RADAR UNIVERSITARIO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4631,Jornal,FOLHA DE GUAIANASES,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4632,Jornal,FOLHA DE SÃO PAULO (NET),SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4633,Jornal,ESTADÃO SHOPPING,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4634,Jornal,BRASIL DE FATO - SP,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4635,Jornal,HORA DO POVO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4636,Jornal,JORNAL DE ERMELINO & PONTE RASA (EX BOM DIA ERMELINO E PONTE RASA),SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4637,Jornal,SINTONIA LESTE (EX: SINTONIA LESTE / SINTONIA BAIRROS),SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4638,Jornal,TRIBUNA BANDEIRANTE,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4639,Jornal,JORNAL DO SINDICO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4640,Jornal,JORNAL ENTREPOSTO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4641,Jornal,PRIMEIRAMÃO SUPER AUTO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4642,Jornal,AGORA SÃO PAULO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4643,Jornal,MARCA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4644,Jornal,RODONEWS METRO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4645,Jornal,JABAQUARA EM NOTICIAS - CIDADE ADEMAR EM NOTICIAS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4646,Jornal,JORNAL GUAIANÁS & CIDADE TIRADENTES (EX BOM DIA GUAIANÁS & CIDADE TIRADENTES),SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4647,Jornal,VALOR ECONOMICO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4648,Jornal,JN RODONEWS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4649,Jornal,ITAQUERA EM NOTICIAS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4650,Jornal,SAO PAULO ZONA SUL,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4651,Jornal,MONITOR MERCANTIL SP,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4652,Jornal,GAZETA DE SÃO MATEUS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4653,Jornal,ZONA LESTE EM NOTÍCIAS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4654,Jornal,PRIMEIRA CHAMADA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4655,Jornal,JARDINS ITAIM BIBI AUGUSTA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4656,Jornal,DCI,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4657,Jornal,DIARIO DE NOTICIAS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4658,Jornal,JORNAL DO MOMENTO NEWS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4659,Jornal,JORNAL DO BUTANTA,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4660,Jornal,PROPMARK,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4661,Jornal,A CIDADE DE SÃO PAULO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4876,Online,AGÊNCIA MURAL DE JORNALISMO DAS PERIFERIAS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4882,Online,ANBA - AGÊNCIA DE NOTÍCIAS BRASIL-ÁRABE,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4898,Online,BRASIL DE FATO,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
id4908,Online,CENTRAL LESTE NOTÍCIAS,SÃO PAULO,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Atlas,3.18,20.63,76.3,13.15,8.13,0.92,4.27,0.62,25.32,16.34,1516.21,11172609.0,914646.0,0.677,0.725,0.855,0.843,0.805
