codmun,cidade,uf,regiao,pop_dou_2017
4320263,SEGREDO,RS,Sul,7428
4320305,SELBACH,RS,Sul,5152
4320321,SENADOR SALGADO FILHO,RS,Sul,2880
4320354,SENTINELA DO SUL,RS,Sul,5528
4320453,SÉRIO,RS,Sul,2198
4320552,SERTÃO SANTANA,RS,Sul,6317
4320578,SETE DE SETEMBRO,RS,Sul,2114
4320651,SILVEIRA MARTINS,RS,Sul,2481
4320859,TABAÍ,RS,Sul,4526
4321329,TAQUARUÇU DO SUL,RS,Sul,3101
4321469,TIO HUGO,RS,Sul,2946
4321477,TIRADENTES DO SUL,RS,Sul,6294
4321493,TOROPI,RS,Sul,2970
4321626,TRAVESSEIRO,RS,Sul,2391
4321634,TRÊS ARROIOS,RS,Sul,2851
4321832,TRÊS FORQUILHAS,RS,Sul,2898
4321857,TRÊS PALMEIRAS,RS,Sul,4457
4321956,TRINDADE DO SUL,RS,Sul,5961
4322103,TUCUNDUVA,RS,Sul,5965
4322152,TUNAS,RS,Sul,4604
4322186,TUPANCI DO SUL,RS,Sul,1573
4322251,TUPANDI,RS,Sul,4472
4322301,TUPARENDI,RS,Sul,8494
4322327,TURUÇU,RS,Sul,3585
4322343,UBIRETAMA,RS,Sul,2232
4322376,UNISTALDA,RS,Sul,2467
4322525,VALE VERDE,RS,Sul,3461
4322533,VALE DO SOL,RS,Sul,11727
4322541,VALE REAL,RS,Sul,5638
4322558,VANINI,RS,Sul,2101
4322855,VESPASIANO CORRÊA,RS,Sul,1956
4323101,VICENTE DUTRA,RS,Sul,5152
4323358,VILA LÂNGARO,RS,Sul,2185
4323457,VILA NOVA DO SUL,RS,Sul,4370
4323606,VISTA ALEGRE DO PRATA,RS,Sul,1611
4323705,VISTA GAÚCHA,RS,Sul,2882
4323754,VITÓRIA DAS MISSÕES,RS,Sul,3422
4323770,WESTFÁLIA,RS,Sul,2977
4323804,XANGRI-LÁ,RS,Sul,14650
5000807,ANAURILÂNDIA,MS,Centro-Oeste,8927
5000856,ANGÉLICA,MS,Centro-Oeste,10458
5003108,CORGUINHO,MS,Centro-Oeste,5730
5003488,DOIS IRMÃOS DO BURITI,MS,Centro-Oeste,11132
5003504,DOURADINA,MS,Centro-Oeste,5827
5003900,FIGUEIRÃO,MS,Centro-Oeste,3027
5004106,GUIA LOPES DA LAGUNA,MS,Centro-Oeste,9991
5004809,JAPORÃ,MS,Centro-Oeste,8836
5004908,JARAGUARI,MS,Centro-Oeste,7019
5005152,JUTI,MS,Centro-Oeste,6553
5005251,LAGUNA CARAPÃ,MS,Centro-Oeste,7177
5006259,NOVO HORIZONTE DO SUL,MS,Centro-Oeste,4041
5006275,PARAÍSO DAS ÁGUAS,MS,Centro-Oeste,5350
5007505,ROCHEDO,MS,Centro-Oeste,5346
5007802,SELVÍRIA,MS,Centro-Oeste,6482
5007976,TAQUARUSSU,MS,Centro-Oeste,3570
5008008,TERENOS,MS,Centro-Oeste,20855
5008404,VICENTINA,MS,Centro-Oeste,6041
5100102,ACORIZAL,MT,Centro-Oeste,5269
5100359,ALTO BOA VISTA,MT,Centro-Oeste,6466
5100508,ALTO PARAGUAI,MT,Centro-Oeste,10921
5100607,ALTO TAQUARI,MT,Centro-Oeste,10246
5100805,APIACÁS,MT,Centro-Oeste,9694
5101001,ARAGUAIANA,MT,Centro-Oeste,3036
5101407,ARIPUANÃ,MT,Centro-Oeste,21357
5101605,BARÃO DE MELGAÇO,MT,Centro-Oeste,7872
5101852,BOM JESUS DO ARAGUAIA,MT,Centro-Oeste,6266
5102603,CAMPINÁPOLIS,MT,Centro-Oeste,15386
5102686,CAMPOS DE JÚLIO,MT,Centro-Oeste,6512
5102694,CANABRAVA DO NORTE,MT,Centro-Oeste,4630
5102793,CARLINDA,MT,Centro-Oeste,10136
5102850,CASTANHEIRA,MT,Centro-Oeste,8454
5103056,CLÁUDIA,MT,Centro-Oeste,11716
5103106,COCALINHO,MT,Centro-Oeste,5535
5103254,COLNIZA,MT,Centro-Oeste,36161
5103353,CONFRESA,MT,Centro-Oeste,29471
5103361,CONQUISTA D'OESTE,MT,Centro-Oeste,3860
5103379,COTRIGUAÇU,MT,Centro-Oeste,18689
5103437,CURVELÂNDIA,MT,Centro-Oeste,5049
5103601,DOM AQUINO,MT,Centro-Oeste,7977
5103700,FELIZ NATAL,MT,Centro-Oeste,13451
5103809,FIGUEIRÓPOLIS D'OESTE,MT,Centro-Oeste,3444
5103858,GAÚCHA DO NORTE,MT,Centro-Oeste,7296
5103908,GENERAL CARNEIRO,MT,Centro-Oeste,5333
5103957,GLÓRIA D'OESTE,MT,Centro-Oeste,2964
5104500,INDIAVAÍ,MT,Centro-Oeste,2648
5104526,IPIRANGA DO NORTE,MT,Centro-Oeste,7171
5104542,ITANHANGÁ,MT,Centro-Oeste,6396
5104559,ITAÚBA,MT,Centro-Oeste,3800
5104609,ITIQUIRA,MT,Centro-Oeste,12789
5104906,JANGADA,MT,Centro-Oeste,7996
5105176,JURUENA,MT,Centro-Oeste,14913
5105200,JUSCIMEIRA,MT,Centro-Oeste,10971
5105234,LAMBARI D'OESTE,MT,Centro-Oeste,5887
5105309,LUCIARA,MT,Centro-Oeste,2043
5105507,VILA BELA DA SANTÍSSIMA TRINDADE,MT,Centro-Oeste,15534
5106109,NOSSA SENHORA DO LIVRAMENTO,MT,Centro-Oeste,12484
5106158,NOVA BANDEIRANTES,MT,Centro-Oeste,14473
5106174,NOVA NAZARÉ,MT,Centro-Oeste,3655
5106182,NOVA LACERDA,MT,Centro-Oeste,6338
5106190,NOVA SANTA HELENA,MT,Centro-Oeste,3596
5106208,NOVA BRASILÂNDIA,MT,Centro-Oeste,3827
5106216,NOVA CANAÃ DO NORTE,MT,Centro-Oeste,12388
5106240,NOVA UBIRATÃ,MT,Centro-Oeste,11352
5106265,NOVO MUNDO,MT,Centro-Oeste,8730
5106273,NOVO HORIZONTE DO NORTE,MT,Centro-Oeste,3876
5106281,NOVO SÃO JOAQUIM,MT,Centro-Oeste,5066
5106299,PARANAÍTA,MT,Centro-Oeste,10884
5106315,NOVO SANTO ANTÔNIO,MT,Centro-Oeste,2498
5106372,PEDRA PRETA,MT,Centro-Oeste,16965
5106455,PLANALTO DA SERRA,MT,Centro-Oeste,2604
5106653,PONTAL DO ARAGUAIA,MT,Centro-Oeste,6387
5106703,PONTE BRANCA,MT,Centro-Oeste,1560
5106778,PORTO ALEGRE DO NORTE,MT,Centro-Oeste,11995
5106802,PORTO DOS GAÚCHOS,MT,Centro-Oeste,5283
5106851,PORTO ESTRELA,MT,Centro-Oeste,2973
5107065,QUERÊNCIA,MT,Centro-Oeste,16512
5107156,RESERVA DO CABAÇAL,MT,Centro-Oeste,2646
5107180,RIBEIRÃO CASCALHEIRA,MT,Centro-Oeste,9796
5107198,RIBEIRÃOZINHO,MT,Centro-Oeste,2320
5107248,SANTA CARMEM,MT,Centro-Oeste,4360
5107263,SANTO AFONSO,MT,Centro-Oeste,3050
5107297,SÃO JOSÉ DO POVO,MT,Centro-Oeste,3908
5107354,SÃO JOSÉ DO XINGU,MT,Centro-Oeste,5416
5107404,SÃO PEDRO DA CIPA,MT,Centro-Oeste,4541
5107578,RONDOLÂNDIA,MT,Centro-Oeste,3854
5107743,SANTA CRUZ DO XINGU,MT,Centro-Oeste,2421
5107750,SALTO DO CÉU,MT,Centro-Oeste,3347
5107768,SANTA RITA DO TRIVELATO,MT,Centro-Oeste,3231
5107776,SANTA TEREZINHA,MT,Centro-Oeste,8049
5107792,SANTO ANTÔNIO DO LESTE,MT,Centro-Oeste,4875
5107859,SÃO FÉLIX DO ARAGUAIA,MT,Centro-Oeste,11290
5107883,SERRA NOVA DOURADA,MT,Centro-Oeste,1575
5107941,TABAPORÃ,MT,Centro-Oeste,9309
5108055,TERRA NOVA DO NORTE,MT,Centro-Oeste,9606
5108105,TESOURO,MT,Centro-Oeste,3682
5108204,TORIXORÉU,MT,Centro-Oeste,3576
5108303,UNIÃO DO SUL,MT,Centro-Oeste,3468
5108352,VALE DE SÃO DOMINGOS,MT,Centro-Oeste,3041
5108600,VILA RICA,MT,Centro-Oeste,24835
5108808,NOVA GUARITA,MT,Centro-Oeste,4457
5108857,NOVA MARILÂNDIA,MT,Centro-Oeste,3159
5108907,NOVA MARINGÁ,MT,Centro-Oeste,8182
5108956,NOVA MONTE VERDE,MT,Centro-Oeste,8822
5200100,ABADIÂNIA,GO,Centro-Oeste,18775
5200159,ADELÂNDIA,GO,Centro-Oeste,2564
5200175,ÁGUA FRIA DE GOIÁS,GO,Centro-Oeste,5613
5200209,ÁGUA LIMPA,GO,Centro-Oeste,1967
5200506,ALOÂNDIA,GO,Centro-Oeste,2071
5200555,ALTO HORIZONTE,GO,Centro-Oeste,5784
5200829,AMARALINA,GO,Centro-Oeste,3754
5200852,AMERICANO DO BRASIL,GO,Centro-Oeste,6018
5200902,AMORINÓPOLIS,GO,Centro-Oeste,3408
5201454,APARECIDA DO RIO DOCE,GO,Centro-Oeste,2517
5201603,ARAÇU,GO,Centro-Oeste,3731
5201801,ARAGOIÂNIA,GO,Centro-Oeste,9765
5202502,ARUANÃ,GO,Centro-Oeste,9138
5202809,AVELINÓPOLIS,GO,Centro-Oeste,2494
5203104,BALIZA,GO,Centro-Oeste,4677
5203401,BOM JARDIM DE GOIÁS,GO,Centro-Oeste,8896
5203559,BONFINÓPOLIS,GO,Centro-Oeste,9052
5203575,BONÓPOLIS,GO,Centro-Oeste,4143
5203609,BRAZABRANTES,GO,Centro-Oeste,3604
5203939,BURITI DE GOIÁS,GO,Centro-Oeste,2583
5204250,CACHOEIRA DOURADA,GO,Centro-Oeste,8355
5204557,CALDAZINHA,GO,Centro-Oeste,3703
5204607,CAMPESTRE DE GOIÁS,GO,Centro-Oeste,3622
5204706,CAMPINORTE,GO,Centro-Oeste,12321
5204854,CAMPO LIMPO DE GOIÁS,GO,Centro-Oeste,7345
5204953,CAMPOS VERDES,GO,Centro-Oeste,3399
5205000,CARMO DO RIO VERDE,GO,Centro-Oeste,9862
5205059,CASTELÂNDIA,GO,Centro-Oeste,3610
5205208,CATURAÍ,GO,Centro-Oeste,5041
5205307,CAVALCANTE,GO,Centro-Oeste,9829
5205471,CHAPADÃO DO CÉU,GO,Centro-Oeste,9110
5205497,CIDADE OCIDENTAL,GO,Centro-Oeste,66777
5205521,COLINAS DO SUL,GO,Centro-Oeste,3529
5205703,CÓRREGO DO OURO,GO,Centro-Oeste,2514
5205901,CORUMBAÍBA,GO,Centro-Oeste,9332
5206305,CRISTIANÓPOLIS,GO,Centro-Oeste,3029
5206503,CROMÍNIA,GO,Centro-Oeste,3606
5206602,CUMARI,GO,Centro-Oeste,2975
5206701,DAMIANÓPOLIS,GO,Centro-Oeste,3389
5206800,DAMOLÂNDIA,GO,Centro-Oeste,2935
5206909,DAVINÓPOLIS,GO,Centro-Oeste,2133
5207501,ESTRELA DO NORTE,GO,Centro-Oeste,3379
5207535,FAINA,GO,Centro-Oeste,6947
5207907,FLORES DE GOIÁS,GO,Centro-Oeste,15111
5208152,GAMELEIRA DE GOIÁS,GO,Centro-Oeste,3777
5208301,DIVINÓPOLIS DE GOIÁS,GO,Centro-Oeste,4995
5208400,GOIANÁPOLIS,GO,Centro-Oeste,11471
5208509,GOIANDIRA,GO,Centro-Oeste,5605
5209200,GUAPÓ,GO,Centro-Oeste,14482
5209291,GUARAÍTA,GO,Centro-Oeste,2206
5209408,GUARANI DE GOIÁS,GO,Centro-Oeste,4145
5209457,GUARINOS,GO,Centro-Oeste,2052
5209705,HIDROLÂNDIA,GO,Centro-Oeste,20472
5209903,IACIARA,GO,Centro-Oeste,13675
5209937,INACIOLÂNDIA,GO,Centro-Oeste,6148
5210158,IPIRANGA DE GOIÁS,GO,Centro-Oeste,2948
5210307,ISRAELÂNDIA,GO,Centro-Oeste,2910
5210562,ITAGUARI,GO,Centro-Oeste,4730
5210604,ITAGUARU,GO,Centro-Oeste,5456
5211305,ITARUMÃ,GO,Centro-Oeste,6998
5211404,ITAUÇU,GO,Centro-Oeste,9019
5211602,IVOLÂNDIA,GO,Centro-Oeste,2554
5212006,JAUPACI,GO,Centro-Oeste,3004
5212055,JESÚPOLIS,GO,Centro-Oeste,2476
5212105,JOVIÂNIA,GO,Centro-Oeste,7468
5212253,LAGOA SANTA,GO,Centro-Oeste,1490
5212303,LEOPOLDO DE BULHÕES,GO,Centro-Oeste,7773
5212600,MAIRIPOTABA,GO,Centro-Oeste,2432
5212709,MAMBAÍ,GO,Centro-Oeste,8271
5212907,MARZAGÃO,GO,Centro-Oeste,2226
5212956,MATRINCHÃ,GO,Centro-Oeste,4490
5213053,MIMOSO DE GOIÁS,GO,Centro-Oeste,2702
5213509,MONTE ALEGRE DE GOIÁS,GO,Centro-Oeste,8464
5213772,MONTIVIDIU DO NORTE,GO,Centro-Oeste,4447
5213855,MORRO AGUDO DE GOIÁS,GO,Centro-Oeste,2351
5214051,MUNDO NOVO,GO,Centro-Oeste,5661
5214101,MUTUNÓPOLIS,GO,Centro-Oeste,3906
5214408,NAZÁRIO,GO,Centro-Oeste,8850
5214705,NOVA AMÉRICA,GO,Centro-Oeste,2373
5214804,NOVA AURORA,GO,Centro-Oeste,2206
5214879,NOVA IGUAÇU DE GOIÁS,GO,Centro-Oeste,2961
5214903,NOVA ROMA,GO,Centro-Oeste,3437
5215009,NOVA VENEZA,GO,Centro-Oeste,9389
5215207,NOVO BRASIL,GO,Centro-Oeste,3242
5215256,NOVO PLANALTO,GO,Centro-Oeste,4387
5215405,OURO VERDE DE GOIÁS,GO,Centro-Oeste,3971
5215504,OUVIDOR,GO,Centro-Oeste,6340
5215603,PADRE BERNARDO,GO,Centro-Oeste,32148
5215801,PALMELO,GO,Centro-Oeste,2424
5216007,PANAMÁ,GO,Centro-Oeste,2712
5216452,PEROLÂNDIA,GO,Centro-Oeste,3135
5216908,PILAR DE GOIÁS,GO,Centro-Oeste,2529
5217302,PIRENÓPOLIS,GO,Centro-Oeste,24761
5218052,PORTEIRÃO,GO,Centro-Oeste,3758
5218391,PROFESSOR JAMIL,GO,Centro-Oeste,3360
5218706,RIANÁPOLIS,GO,Centro-Oeste,4828
5219100,SANTA BÁRBARA DE GOIÁS,GO,Centro-Oeste,6393
5219209,SANTA CRUZ DE GOIÁS,GO,Centro-Oeste,3048
5219258,SANTA FÉ DE GOIÁS,GO,Centro-Oeste,5309
5219357,SANTA ISABEL,GO,Centro-Oeste,3857
5219456,SANTA RITA DO NOVO DESTINO,GO,Centro-Oeste,3359
5219605,SANTA TEREZA DE GOIÁS,GO,Centro-Oeste,3710
5219738,SANTO ANTÔNIO DE GOIÁS,GO,Centro-Oeste,5787
5219803,SÃO DOMINGOS,GO,Centro-Oeste,12585
5219902,SÃO FRANCISCO DE GOIÁS,GO,Centro-Oeste,6366
5220058,SÃO JOÃO DA PARAÚNA,GO,Centro-Oeste,1547
5220157,SÃO LUIZ DO NORTE,GO,Centro-Oeste,5071
5220264,SÃO MIGUEL DO PASSA QUATRO,GO,Centro-Oeste,4037
5220280,SÃO PATRÍCIO,GO,Centro-Oeste,2070
5220686,SIMOLÂNDIA,GO,Centro-Oeste,6891
5220702,SÍTIO D'ABADIA,GO,Centro-Oeste,2998
5221080,TERESINA DE GOIÁS,GO,Centro-Oeste,3363
5221197,TEREZÓPOLIS DE GOIÁS,GO,Centro-Oeste,7634
5221304,TRÊS RANCHOS,GO,Centro-Oeste,2900
5221577,UIRAPURU,GO,Centro-Oeste,2961
5221908,VARJÃO,GO,Centro-Oeste,3856
5222005,VIANÓPOLIS,GO,Centro-Oeste,13675
5222054,VICENTINÓPOLIS,GO,Centro-Oeste,8397
5222203,VILA BOA,GO,Centro-Oeste,5731
5222302,VILA PROPÍCIO,GO,Centro-Oeste,5690
